BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
1,"","оя-1282","Валл, М. Н.; Канакин, И. А.","Категории имени в кетском языке.","",,,"","",1985,"Новосибирск","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1283","Аветян, Э. Г.","Смысл и значение","",,,"","",1979,"Ереван","","","","","","","","Ереванский ГУ","","","","","","","","","","",""
1,"","оя-1284","Хэмп, Э.","Словарь американской лингвистической терминологии","",,,"","",1964,"М.","","","","","","","",""Прогресс"","","","","","","","","","","",""
1,"","оя-1285","","Теория языка. Методы его исследования и преподавания","",,,"","",1981,"Л.","","","","","","","",""Наука" ЛО","","","","","","","","","","",""
1,"","оя-1286","Аветян, Э. Г.","Природа лингвистического знака","",,,"","",1968,"Ереван","","","","","","","",""МИТК"","","","","","","","","","","",""
1,"","оя-1287","Немченко, В. Н.","Основные понятия морфемики в терминах","",,,"","",1985,"Красноярск","","","","","","","","Красноярский ГУ","","","","","","","","","","",""
1,"","оя-1288","Немченко, В. Н.","Основные понятия словообразования в терминах","",,,"","",1985,"Красноярск","","","","","","","","Красноярский ГУ","","","","","","","","","","",""
1,"","оя-1289","Граудина, Л. К.","Вопросы нормализации русского языка. Грамматика и варианты","",,,"","",1980,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1290","Феллер, М. Д.","Стиль и знак","",,,"","",1984,"Львов","","","","","","","","Львовский ГУ","","","","","","","","","","",""
1,"","оя-1291","Шведова, Н. Ю.","Активные процессы в современном русском синтаксисе","",,,"","",1966,"М.","","","","","","","",""Просвещение"","","","","","","","","","","",""
1,"","оя-1292","Федоров, А. И.","Семантическая основа образных средств языка","",,,"","",1969,"Новосибирск","","","","","","","",""Наука" сибирское отделение","","","","","","","","","","",""
1,"","оя-1293","Шарадзенидзе, Т. С.","Лингвистическая теория И.А. Бодуэна де Куртене и ее место в языкознании XIX-XX вв.","",,,"","",1980,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1294","","Логико-грамматические очерки","",,,"","",1961,"М.","","","","","","","",""Высшая школа"","","","","","","","","","","",""
1,"","оя-1295","","Именные классы в языках Африки","",,,"","",1987,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1296","","Актуальные проблемы изучения языков Южной Азии. Материалы конференции","",,,"","",1987,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1297","","Вопросы кибернетики. Прикладные аспекты лингвистической теории","",,,"","",1987,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1298","","Моделирование языковой деятельности в интеллектуальных системазх","",,,"","",1987,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1299","Поляков, И. В.","Лингвистика и структурная семантика","",,,"","",1987,"Новосибирск","","","","","","","",""Наука" сибирское отделение","","","","","","","","","","",""
1,"","оя-1300","Бирнбаум, Х.","Праславянский язык. Достижения и проблемы в его реконструкции","",,,"","",1987,"М.","","","","","","","",""Прогресс"","","","","","","","","","","",""
1,"","оя-1301","Юсселер, М.","Социолингвистика","",,,"","",1987,"Киев","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1302","","Ирано-афразийские контакты","",,,"","",1987,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1303","","XIV Internationaler Linguistenkongreß. Unter der Schirmherrschaft des CIPL Berlin 10-15 August 1987 - Kongreßprogram","",,,"","",1987,"Berlin","","","","","","","","","","","","","","","","","","",""
1,"","оя-1304","","Abstrakts der Sektionsvoträge und Rundtischgeschprähe. Abstracts of section papers and round - table talks. XIV Internationaler Linguistenkongreß. Berlin 10-15 August 1987.","",,,"","",1987,"Berlin","","","","","","","","","","","","","","","","","","",""
1,"","оя-1305","","Словарь иностранных слов","",,,"","",1987,"М.","","","","","","","",""Русский язык"","","","","","","","","","","",""
1,"","оя-1306","","Тезисы конференции аспирантов и молодых научных сотрудников, т.II. Языкознание, литературоведение","",,,"","",1987,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1307","Ахманова, О. С.","Словарь лингвистических терминов","",,,"","",1966,"М.","","","","","","","",""Советская энциклопедия"","","","","","","","","","","",""
1,"","оя-1308","","Современный русский язык","",,,"","",1981,"М.","","","","","","","",""Высшая школа"","","","","","","","","","","",""
1,"","оя-1309","Почепцов, Г. Г.(мл.)","Коммуникативные аспекты семантики","",,,"","",1987,"Киев","","","","","","","",""Высшая школа" Киевский ГУ","","","","","","","","","","",""
1,"","оя-1310","Новиков, Л. А.","Семантика русского языка","",,,"","",1982,"М.","","","","","","","",""Высшая школа"","","","","","","","","","","",""
1,"","оя-1311","","Hellesche Beiträge zur Orient-wissen-schaft. Martin-Luther Univ. Halle (Saale). №1","",,,"","",1979,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-1312","","Материалы советско-вьетнамской лингвистической экспедиции 1979 года. Язык мыонг","",,,"","",1987,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1313","","Symposium on Language Universals. Тезисы","",,,"","",1987,"Tallinn","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1314","Трубецкой, Н. С.","Избранные труды по филологии","",,,"","",1987,"М.","","","","","","","",""Прогресс"","","","","","","","","","","",""
1,"","оя-1315","Виноградов, В. В.","О теории художественной речи","",,,"","",1971,"М.","","","","","","","",""Высшая школа"","","","","","","","","","","",""
1,"","оя-1316","Горский, Д. П.","Вопросы абстракции и образование понятий","",,,"","",1961,"М.","","","","","","","","АН СССР","","","","","","","","","","",""
1,"","оя-1317","","Современные проблемы терминологии в науке и технике","",,,"","",1969,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1318","Уваров, Л. В.","Образ, символ, знак. Анализ современного гносеологического символизма","",,,"","",1967,"Минск","","","","","","","","","","","","","","","","","","",""
1,"","оя-1319","Бельская, И. К.","Язык человека и машина. + Приложение","",,,"","",1969,"","","","","","","","","Изд. МГУ","","","","","","","","","","",""
1,"","оя-1320","Маслов, Ю. С.","Введение в языкознание. Изд. 2-ое","",,,"","",1987,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1321","Баранников, П. А.","Языковая ситуация в ареале языка хинди","",,,"","",1984,"Л.","","","","","","","",""Наука" ЛО","","","","","","","","","","",""
1,"","оя-1322","","Русский язык.","",,,"","",1979,"М.","","","","","","","",""Советская энциклопедия"","","","","","","","","","","",""
1,"","оя-1323","","Морфемика. Принципы и методы системного описания . Межвуз. сб.","",,,"","",1987,"Лен-д.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1324","Андронов, М. С.","Грамматика тамильского языка. Изд. 2-е, испр. и доп.","",,,"","",1987,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1325","Липеровский, В. П.","Синтаксис современного хинди","",,,"","",1987,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1326","","Mongolian Studies. Journal of the Mongolia Society. Volume IX","",,,"","",1985-1986,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-1327","","Mongolian Studies. Journal of the Mongolia Society. Volume X","",,,"","",1986-1987,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-1328","","Проблемы арабской культуры. Памяти ак. И.Ю. Крачковского. Сб. статей","",,,"","",1987,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1329","Алпатов, В. М.","Япония. Язык и общество","",,,"","",1988,"М.","","","","","","","","ГРВЛ","","","","","","","","","","",""
1,"","оя-1330","","Язык и моделирование социального взаимодействия. Сб. статей","",,,"","",1987,"М.","","","","","","","",""Прогресс"","","","","","","","","","","",""
1,"","оя-1331","","Синхрония и диахрония в лингвистических иисследования. ч.1, 2. Всесоюзная ассоциация Востоковедов АН СССР","",,,"","",1988,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1332","","Взаимодействие и взаимовлияние цивилизаций и культур на Востоке. III-я Всесоюзная конференция востоковедов","",,,"","",1988,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1333","","Лингвистические традиции в странах Востока. Материалы рабочего совещания","",,,"","",1988,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1334","","Новое в зарубежной лингвистике","",,,"","",1988,"М.","","","","","","","",""Прогресс"","","","","","","","","","","",""
1,"","оя-1335","Рудин, С. Г.","Морфологическая структура тамильского языка","",,,"","",1972,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1336","","Вопросы грамматики языка хинди","",,,"","",1962,"М.","","","","","","","","Издательство восточной литературы","","","","","","","","","","",""
1,"","оя-1337","","Функциональная стратификация языка","",,,"","",1985,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1338","","Problemy jezykow Azji i Afryki. Проблемы языков Азии и Африки","",,,"","",1987,"Warszawa. Варшава","","","","","","","","","","","","","","","","","","",""
1,"","оя-1339","","Философия, логика, язык","",,,"","",1987,"М.","","","","","","","",""Прогресс"","","","","","","","","","","",""
1,"","оя-1340","Ульциферов, О. Г.","Словосочетания в хинди","",,,"","",1971,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1341","Ларин, А. Г.","Исследование процесса "текст-грамматика"","",,,"","",1971,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1342","Бархударов, А. С.","Словообразование в хинди","",,,"","",1963,"М.","","","","","","","","Издательство восточной литературы","","","","","","","","","","",""
1,"","оя-1343","Москович, В. А.","Информационные языки","",,,"","",1971,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1344","","Проблемы истории, культуры, филологии стран Азии 1(6). Сборник статей студентов","",,,"","",1973,"Л.","","","","","","","","Изд-во ЛГУ","","","","","","","","","","",""
1,"","оя-1345","Денисов, П. Н.","Принципы моделирования языка","",,,"","",1965,"","","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-1346","Кузнецова, А. М.","Изменения гласных под влияние соседних мягких согласных","",,,"","",1965,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1347","Торсуев, Г. П.","Вопросы фонетической структуры слова (на материале англ.-го языка)","",,,"","",1962,"М-Л.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1348","","Автоматизация в лингвистике","",,,"","",1966,"М-Л.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1349","","Теория функциональной грамматики. Введение, актуальность, временная локализованность, таксис","",,,"","",1987,"Л-д.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1350","","Актуальные вопросы китайского языкознания. Материалы IV Всесоюзной конференции","",,,"","",1988,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1351","","Надписи и языки Древней Малой Азии, Кипра и античного Северного Причерноморья","",,,"","",1987,"М.","","","","","","","","","","","","","","","","АН СССР Ин-т всеобщей истории","","",""
1,"","оя-1352","","Всесоюзная конференция по проблемам арабской культуры. Памяти ак. И.Ю. Крачковского. Тезисы","",,,"","",1983,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1353","","Сравнительно-историческая грамматика тюркских языков. Морфология","",,,"","",1988,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1354","Маковский, М. М.","Лингвистическая комбинаторика","",,,"","",1988,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1355","","Вопросы теории языка в современной зарубежной лингвистике","",,,"","",1961,"М.","","","","","","","","АН СССР","","","","","","","","","","",""
1,"","оя-1356","Селиверстова, О. Н.","Компонентный анализ многозначных слов","",,,"","",1975,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1357","Щерба, Л. В.","Избранные работы по русскому языку","",,,"","",1957,"М.","","","","","","","","Учпедгиз","","","","","","","","","","",""
1,"","оя-1358","Бондаренко, В. Н.","Отрицание как логико-грамматическая категория","",,,"","",1983,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1359","","Современный татарский литературныый язык","",,,"","",1969,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1360","Суперанская, А. В.","Общая теория имени собственного","",,,"","",1973,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1361","Звегинцев, В. А.","Очерки по общему языкознанию","",,,"","",1962,"","","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-1362","Кубрякова, Е. С.","Что такое словообразование?","",,,"","",1965,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1363","Малаховский, В. А.","Сборник задач и упражнений по курсу "Введение в языкознание"","",,,"","",1960,"М.","","","","","","","","Учпедгиз","","","","","","","","","","",""
1,"","оя-1364","Сизова, И. А.","Что такое синтаксис","",,,"","",1966,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1365","Степанов, Г. В.","Типология языковых состояний и ситуаций в странах романской речи","",,,"","",1976,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1366","Супрун, А. Е.","Лекции по лингвистике","",,,"","",1980,"Минск","","","","","","","","БГУ","","","","","","","","нет","","",""
1,"","оя-1367","Телия, В. Н.","Что такое фразеология","",,,"","",1966,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1368","","Трансформационный метод в структурной лингвистике","",,,"","",1964,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1369","","Взаимоотношение развития национальных языков и национальных культур","",,,"","",1980,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1370","","Социальная и функциональная дифференциация литературных языков","",,,"","",1977,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1371","","Язык и общество","",,,"","",1968,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1372","Будаев, Ц. Б.","Лексика бурятских диалектов в сравнительно-историческом освещении","",,,"","",1978,"Новосибирск","","","","","","","",""Наука" сибирское отделение","","","","","","","","","","",""
1,"","оя-1373","Шмелев, Д. Н.","Проблемы семантического аанализ лексики","",,,"","",1973,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1374","Долинина, И. Б.","Сиситемный анализ предложения","",,,"","",1977,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1375","Додыхудоев, Р. Х.","Материалы по исторической фонетике шугнанского языка","",,,"","",1962,"Душанбе","","","","","","","","","","","","","","","","","","",""
1,"","оя-1376","Десницкая, А. В.","Вопросы изучения родства индоевропейских языков","",,,"","",1955,"М-Л.","","","","","","","","АН СССР","","","","","","","","","","",""
1,"","оя-1377","","Вопросы методики сравнительно-исторического изучения индоевропейских языков","",,,"","",1956,"М.","","","","","","","","АН СССР","","","","","","","","","","",""
1,"","оя-1378","","Структурная типология языков","",,,"","",1966,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1379","","Русский язык в современном мире","",,,"","",1974,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1380","","Типология глагола в африканских языках","",,,"","",1972,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1381","Сиротинина, О. Б.","Порядок слов в русском языке","",,,"","",1965,"","","","","","","","","Саратов. У-нт","","","","","","","","","","",""
1,"","оя-1382","Распопов, И. П.","Строение простого предложения в современном русском языке","",,,"","",1970,"М.","","","","","","","",""Просвещение"","","","","","","","","","","",""
1,"","оя-1383","Руднев, А. Г.","Синтаксис простого предложения","",,,"","",1960,"М.","","","","","","","","Учпедгиз","","","","","","","","","","",""
1,"","оя-1384","","Библиография лингвистических работ по языкам Юго-Восточной Азии. Кн.1-2","",,,"","",1988,"М.","","","","","","","",""Наука" Гл. Ред. Вост. лит-ры","","","","","","","","","","",""
1,"","оя-1385","Морев, Л. Н.","Язык СЭК","",,,"","",1988,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1386","","Proceedings XI-th IC PhS Aug. 1-7, Volume I,II,III,IV,V,VI","",,,"","",1987,"Tallin, Estonia","","","","","","","","","","","","","","","","","","",""
1,"","оя-1387","Серебренников, Б. А.","Роль человеческого фактора в языке. Язык и мышление","",,,"","",1988,"М.","","","","","","","","@Yferf@","","","","","","","","","","",""
1,"","оя-1388","","Проблемы монгольского языкознания","",,,"","",1988,"Новосибирск","","","","","","","",""Наука" сибирское отделение","","","","","","","","","","",""
1,"","оя-1389","Зиндер, Л. Р.","Очерк общей теории письма","",,,"","",1987,"Л.","","","","","","","",""Наука" ЛО","","","","","","","","","","",""
1,"","оя-1390","","Актуальные вопросы практической реализации систем автоматического перевода. ч.1-2","",,,"","",1982,"","","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-1391","","Прагматика и проблемы интенсиональности (сборник научных трудов)","",,,"","",1988,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1392","Одинцов, В. В.","Лингвистические парадоксы","",,,"","",1988,"М.","","","","","","","",""Просвещение"","","","","","","","","","","",""
1,"","оя-1393","Малов, В. Н.","Происхождение современного письма. Палеография французских документов конца XV-XVIII в.","",,,"","",1975,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1394","Конрад, Н. И.","Запад и Восток","",,,"","",1972,"М.","","","","","","","","ГРВЛ","","","","","","","","","","",""
1,"","оя-1395","Золотова, Г. А.","Синтаксический словарь. Репертуар элементарных единиц рус. син-са","",,,"","",1988,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1396","Бородина, М. А.","Проблемы лингвистической географии","",,,"","",1966,"М.-Л.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1397","Бокадорова, Н. Ю.","Французская лингвистическая традиция XVIII- начала XiX века. Структура знания о языке","",,,"","",1987,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1398","Бертагаев, Т. А.","Лексика современных монгольских литературных языков","",,,"","",1974,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1399","Бархударов, А. С.","Развитие индоарийских языков и древнеиндийская культурная традиция","",,,"","",1988,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1400","Алексахин, А. Н.","Диалект хакка (китайский язык)","",,,"","",1987,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1401","Кибрик, А. Е.; Кодзасов, С. В.","Сопоставительное изучение дагестанских языков. Глагол","",,,"","",1988,"","","","","","","","","Изд. МГУ","","","","","","","","","","",""
1,"","оя-1402","","Референция и проблемы текстообразования","",,,"","",1988,"М.","","","","","","","",""Наука"","","","","","","","","Институт языкознания","","",""
1,"","оя-1403","","Речь: восприятие и семантика","",,,"","",1988,"М.","","","","","","","","","","","","","","","","Институт языкознания","","",""
1,"","оя-1404","Арутюнова, А. Д.","Типы языковых значений","",,,"","",1988,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1405","","Linguistics. A Soviet Approach. Ed. M.S.Andronov and Bhakti P. Mallic","",,,"","",1988,"Calcutta","","","","","","","","","","","","","","","","Indian Journal of Linguistics","","",""
1,"","оя-1406","Теньер, Люсьен","Основы структурного синтаксиса","",,,"","",1988,"М.","","","","","","","",""Прогресс"","","","","","","","","","","",""
1,"","оя-1407","Шагаль, В. Э.","Языковой аспект национальных процессов в арабских странах","",,,"","",1987,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1408","","Машинный перевод и прикладная лингвистика. Проблемы создания системы автоматического перевода. Сб. научных трудов, №271","",,,"","",1987,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1409","Дарбеева, А. А.","Влияние двуязычия на развитие изолированного диалекта (на материале монгольских языков)","",,,"","",1978,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1410","","Грамматическая и лексическая семантика (лингвистические исследования)","",,,"","",1981,"М.","","","","","","","","Изд. ИЯ АНСССР","","","","","","","","","","",""
1,"","оя-1411","","Структура и значение предложения (лингвистические исследования)","",,,"","",1982,"М.","","","","","","","","ИЯ АНСССР","","","","","","","","","","",""
1,"","оя-1412","","Синтаксический анализ предложения (лингвистические исследования)","",,,"","",1983,"М.","","","","","","","","ИЯ АНСССР","","","","","","","","","","",""
1,"","оя-1413","","Грамматика и семантика предложения (лингвистические исследования)","",,,"","",1984,"М.","","","","","","","","ИЯ АНСССР","","","","","","","","","","",""
1,"","оя-1414","","Грамматические категории в разносистемных языках (лингвистические исследования)","",,,"","",1985,"М.","","","","","","","","ИЯ АН СССР","","","","","","","","","","",""
1,"","оя-1415","","Синтаксис алтайских и европейских языков","",,,"","",1981,"Новосибирск","","","","","","","",""Наука" сибирское отделение","","","","","","","","","","",""
1,"","оя-1416","Оранский, И. М.","Введение в иранскую филологию","",,,"","",1988,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1417","Гаджиева, Н. З.","Тюркоязычные ареалы Кавказа","",,,"","",1979,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1418","","Взаимодействие лингвистических ареалов. Теория, методика и источникиисследования","",,,"","",1980,"Л.","","","","","","","",""Наука" ЛО","","","","","","","","","","",""
1,"","оя-1419","Касевич, В. Б.","Семантика, синтаксис, морфология","",,,"","",1988,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1420","Милославский, И. Г.","Зачем нужна грамматика?","",,,"","",1988,"М.","","","","","","","",""Просвещение"","","","","","","","","","","",""
1,"","оя-1421","","Яковлев, Н.Ф. и советское языкознание Сборник научных трудов","",,,"","",1988,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1422","Скрибник, Е. К.","Полипредикативные синтетические предложения в бурятском языке","",,,"","",1988,"Новосибирск","","","","","","","",""Наука" сибирское отделение","","","","","","","","","","",""
1,"","оя-1423","Наделяев, В. М.","Современный монгольский язык. Морфология","",,,"","",1988,"Новосибирск","","","","","","","",""Наука" сибирское отделение","","","","","","","","","","",""
1,"","оя-1424","Всеволодова, М. В.; Ященко, Т. А.","Причинноследственные отношения в современном русском языке","",,,"","",1988,"М.","","","","","","","",""Русский язык"","","","","","","","","","","",""
1,"","оя-1425","","Императив в разноструктурных языках. Тезисы докл. конф. "функционально-типологическое направление в грамматике, повелительность","",,,"","",1988,"Л-д.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1426","","Этикет у народов Передней Азии","",,,"","",1988,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1427","","Новое в зарубежной лингвистике. Вып. XXI. Новое в современной индоевропеистике","",,,"","",1988,"М.","","","","","","","",""Прогресс"","","","","","","","","","","",""
1,"","оя-1428","","Письменности индийских языков. Вып. I, Хинди","",,,"","",1988,"Л-д.","","","","","","","","","","","","","","","","2 экз.","","",""
1,"","оя-1429","","Письменности индийских языков. Вып. 2, пенджаби","",,,"","",1988,"Л-д.","","","","","","","","","","","","","","","","2 экз.","","",""
1,"","оя-1430","","Письменности индийских языков. Вып. 3, бенгальский","",,,"","",1988,"Л-д.","","","","","","","","","","","","","","","","2 экз.","","",""
1,"","оя-1431","","Письменности индийских языков. Вып. 4, язык ория","",,,"","",1988,"Л-д.","","","","","","","","","","","","","","","","2 экз.","","",""
1,"","оя-1432","","Письменности индийских языков. Вып. 5, язык телугу","",,,"","",1988,"Л-д.","","","","","","","","","","","","","","","","2 экз.","","",""
1,"","оя-1433","","Письменности индийских языков. Вып. 7, сингальский язык","",,,"","",1988,"Л-д.","","","","","","","","","","","","","","","","2 экз.","","",""
1,"","оя-1434","","Письменности индийских языков. Вып. 7, Тамильский язык","",,,"","",1988,"Л-д.","","","","","","","","","","","","","","","","2 экз.","","",""
1,"","оя-1435","","Древний Восток. Этнокультурные связи","",,,"","",1988,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1436","","Новое в зарубежной лингвистике. Вып. XXIII. Когнитивные аспекты языка","",,,"","",1988,"М.","","","","","","","",""Прогресс"","","","","","","","","","","",""
1,"","оя-1437","","Словарные категории. Сб. статей","",,,"","",1988,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1438","Постовалова, В. И.","Язык как деятельность. Опыт интерпретации концепции В. Гумбольдта","",,,"","",1982,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1439","","Общение, текст, высказывание","",,,"","",1989,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1440","","Национальная специфика языка и ее отражение в нормативном словаре","",,,"","",1988,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1441","","Новое в зарубежной лингвистике. Вып. XXIV. Компьютерная лингвистика","",,,"","",1989,"М.","","","","","","","",""Прогресс"","","","","","","","","","","",""
1,"","оя-1442","Цыганенко, Г. П.","Этимологический словарь русского языка","",,,"","",1989,"Киев","","","","","","","",""Радянська школа"","","","","","","","","","","",""
1,"","оя-1443","","Общее и прикладное языкознание. Указатель литературы с 1968-1977 г. Т.VI Лексикография, Терминология Т. VII Стилистика Т. VIII Образование и развитие языков Т. IX Социолингвистика Т. X Психолингвистика Т. XI Лингвистические основы обучения языку Т. XII Структурные и математические методы изучения языка Т. XIII Приложение. Предметный указатель","",,,"","",1984, 1985, 1986,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1444","Демидюк, Л. Н.","Удвоение в предикативах индонезийского языка","",,,"","",1987,"","","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-1445","","Краткий словарь по социологии","",,,"","",1988,"М.","","","","","","","","Политиздат","","","","","","","","","","",""
1,"","оя-1446","","Проблемы народонаселения КНР","",,,"","",1989,"М.","","","","","","","",""Прогресс"","","","","","","","","","","",""
1,"","оя-1447","","Востоковедение №14","",,,"","",1988,"Л.","","","","","","","","ЛГУ","","","","","","","","","","",""
1,"","оя-1448","","Проблемы структурной лингвистики 1985-1987.","",,,"","",1989,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1449","Насилов, Д. М.","Проблемы тюркской аспектологии. - Акциональность","",,,"","",1989,"Л.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1450","Крылов, С.","Движение к демократии. - Изобретатель и рационализатор. №7","",,,"","",1989,"","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1451","Шевякова, В. Е.","Современный английский язык","",,,"","",1980,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1452","Баринова, А. Н.","Учебник вьетнамского языка","",,,"","",1965,"М.","","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-1453","Свадост, Э.","Как возникнет всеобщий язык?","",,,"","",1968,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1454","Реформатский, А. А.","Введение в языкознание","",,,"","",1955,"М.","","","","","","","","Учпедгиз","","","","","","","","","","",""
1,"","оя-1455","Колшанский, Г. В.","Контекстная семантика","",,,"","",1980,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1456","Серебренников, Б. А.","Основные линии развития падежной и глагольной систем в уральских языках","",,,"","",1964,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1457","Зарбалиев, Х. М.","Язык минангкабау","",,,"","",1987,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1458","Старостин, С. А.","Реконструкция древнекитайской фонологической системы","",,,"","",1989,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
